-0.990343+0.029721j,0.000000+3.141593j,0.000000+3.141593j,0.000000
-0.990552+0.029633j,-0.000030+3.141606j,0.000030+3.141579j,0.000000
-0.990675+0.029581j,-0.000038+3.141610j,0.000038+3.141576j,0.000000
-0.990778+0.029538j,-0.000043+3.141612j,0.000043+3.141573j,0.000000
-0.990871+0.029500j,-0.000047+3.141614j,0.000047+3.141572j,0.000000
-0.990956+0.029465j,-0.000051+3.141615j,0.000051+3.141570j,0.000000
-0.991036+0.029433j,-0.000054+3.141616j,0.000054+3.141569j,0.000000
-0.991112+0.029402j,-0.000057+3.141618j,0.000057+3.141568j,0.000000
-0.991185+0.029373j,-0.000059+3.141619j,0.000059+3.141567j,0.000000
-0.991255+0.029345j,-0.000062+3.141619j,0.000062+3.141566j,0.000000
-0.991322+0.029318j,-0.000064+3.141620j,0.000064+3.141565j,0.000000
-0.991387+0.029292j,-0.000066+3.141621j,0.000066+3.141564j,0.000000
-0.991451+0.029267j,-0.000068+3.141622j,0.000068+3.141564j,0.000000
-0.991512+0.029242j,-0.000070+3.141622j,0.000070+3.141563j,0.000000
-0.991573+0.029219j,-0.000071+3.141623j,0.000071+3.141562j,0.000000
-0.991632+0.029196j,-0.000073+3.141624j,0.000073+3.141562j,0.000000
-0.991689+0.029173j,-0.000074+3.141624j,0.000074+3.141561j,0.000000
-0.991746+0.029151j,-0.000076+3.141625j,0.000076+3.141561j,0.000000
-0.991802+0.029130j,-0.000077+3.141625j,0.000077+3.141560j,0.000000
-0.991856+0.029109j,-0.000079+3.141626j,0.000079+3.141560j,0.000000
-0.991910+0.029088j,-0.000080+3.141626j,0.000080+3.141559j,0.000000
-0.991963+0.029068j,-0.000081+3.141627j,0.000081+3.141559j,0.000000
-0.992015+0.029048j,-0.000083+3.141627j,0.000083+3.141558j,0.000000
-0.992067+0.029028j,-0.000084+3.141627j,0.000084+3.141558j,0.000000
-0.992118+0.029009j,-0.000085+3.141628j,0.000085+3.141558j,0.000000
-0.992168+0.028990j,-0.000086+3.141628j,0.000086+3.141557j,0.000000
-0.992218+0.028971j,-0.000087+3.141628j,0.000087+3.141557j,0.000000
-0.992267+0.028953j,-0.000088+3.141629j,0.000088+3.141557j,0.000000
-0.992315+0.028934j,-0.000089+3.141629j,0.000089+3.141556j,0.000000
-0.992363+0.028916j,-0.000090+3.141629j,0.000090+3.141556j,0.000000
-0.992411+0.028899j,-0.000091+3.141630j,0.000091+3.141556j,0.000000
-0.992458+0.028881j,-0.000092+3.141630j,0.000092+3.141555j,0.000000
-0.992504+0.028864j,-0.000093+3.141630j,0.000093+3.141555j,0.000000
-0.992550+0.028847j,-0.000094+3.141630j,0.000094+3.141555j,0.000000
-0.992596+0.028830j,-0.000095+3.141631j,0.000095+3.141555j,0.000000
-0.992641+0.028814j,-0.000096+3.141631j,0.000096+3.141554j,0.000000
-0.992686+0.028797j,-0.000097+3.141631j,0.000097+3.141554j,0.000000
-0.992731+0.028781j,-0.000098+3.141631j,0.000098+3.141554j,0.000000
-0.992775+0.028765j,-0.000098+3.141632j,0.000098+3.141554j,0.000000
-0.992819+0.028749j,-0.000099+3.141632j,0.000099+3.141553j,0.000000
-0.992863+0.028733j,-0.000100+3.141632j,0.000100+3.141553j,0.000000
-0.992906+0.028718j,-0.000101+3.141632j,0.000101+3.141553j,0.000000
-0.992949+0.028702j,-0.000102+3.141632j,0.000102+3.141553j,0.000000
-0.992992+0.028687j,-0.000102+3.141633j,0.000102+3.141553j,0.000000
-0.993034+0.028672j,-0.000103+3.141633j,0.000103+3.141552j,0.000000
-0.993076+0.028657j,-0.000104+3.141633j,0.000104+3.141552j,0.000000
-0.993118+0.028642j,-0.000105+3.141633j,0.000105+3.141552j,0.000000
-0.993160+0.028627j,-0.000105+3.141633j,0.000105+3.141552j,0.000000
-0.993201+0.028612j,-0.000106+3.141634j,0.000106+3.141552j,0.000000
-0.993242+0.028598j,-0.000107+3.141634j,0.000107+3.141552j,0.000001
-0.993283+0.028584j,-0.000107+3.141634j,0.000107+3.141551j,0.000001
-0.993324+0.028569j,-0.000108+3.141634j,0.000108+3.141551j,0.000001
-0.993364+0.028555j,-0.000109+3.141634j,0.000109+3.141551j,0.000001
-0.993404+0.028541j,-0.000109+3.141634j,0.000109+3.141551j,0.000001
-0.993444+0.028527j,-0.000110+3.141634j,0.000110+3.141551j,0.000001
-0.993484+0.028514j,-0.000111+3.141635j,0.000111+3.141551j,0.000001
-0.993524+0.028500j,-0.000111+3.141635j,0.000111+3.141551j,0.000001
-0.993563+0.028486j,-0.000112+3.141635j,0.000112+3.141551j,0.000001
-0.993602+0.028473j,-0.000113+3.141635j,0.000113+3.141550j,0.000001
-0.993641+0.028460j,-0.000113+3.141635j,0.000113+3.141550j,0.000001
-0.993680+0.028446j,-0.000114+3.141635j,0.000114+3.141550j,0.000001
-0.993719+0.028433j,-0.000114+3.141635j,0.000114+3.141550j,0.000001
-0.993757+0.028420j,-0.000115+3.141635j,0.000115+3.141550j,0.000001
-0.993795+0.028407j,-0.000116+3.141635j,0.000116+3.141550j,0.000001
-0.993833+0.028394j,-0.000116+3.141636j,0.000116+3.141550j,0.000001
-0.993871+0.028381j,-0.000117+3.141636j,0.000117+3.141550j,0.000001
-0.993909+0.028369j,-0.000117+3.141636j,0.000117+3.141550j,0.000001
-0.993947+0.028356j,-0.000118+3.141636j,0.000118+3.141549j,0.000001
-0.993984+0.028343j,-0.000118+3.141636j,0.000118+3.141549j,0.000001
-0.994022+0.028331j,-0.000119+3.141636j,0.000119+3.141549j,0.000001
-0.994059+0.028319j,-0.000119+3.141636j,0.000119+3.141549j,0.000001
-0.994096+0.028306j,-0.000120+3.141636j,0.000120+3.141549j,0.000001
-0.994133+0.028294j,-0.000120+3.141636j,0.000120+3.141549j,0.000001
-0.994170+0.028282j,-0.000121+3.141636j,0.000121+3.141549j,0.000001
-0.994206+0.028270j,-0.000122+3.141636j,0.000122+3.141549j,0.000001
-0.994243+0.028258j,-0.000122+3.141637j,0.000122+3.141549j,0.000001
-0.994279+0.028246j,-0.000123+3.141637j,0.000123+3.141549j,0.000001
-0.994315+0.028234j,-0.000123+3.141637j,0.000123+3.141549j,0.000001
-0.994352+0.028222j,-0.000124+3.141637j,0.000124+3.141549j,0.000001
-0.994388+0.028211j,-0.000124+3.141637j,0.000124+3.141549j,0.000001
-0.994423+0.028199j,-0.000124+3.141637j,0.000124+3.141548j,0.000001
-0.994459+0.028188j,-0.000125+3.141637j,0.000125+3.141548j,0.000001
-0.994495+0.028176j,-0.000125+3.141637j,0.000125+3.141548j,0.000001
-0.994530+0.028165j,-0.000126+3.141637j,0.000126+3.141548j,0.000001
-0.994566+0.028153j,-0.000126+3.141637j,0.000126+3.141548j,0.000001
-0.994601+0.028142j,-0.000127+3.141637j,0.000127+3.141548j,0.000001
-0.994636+0.028131j,-0.000127+3.141637j,0.000127+3.141548j,0.000001
-0.994671+0.028120j,-0.000128+3.141637j,0.000128+3.141548j,0.000001
-0.994706+0.028109j,-0.000128+3.141637j,0.000128+3.141548j,0.000001
-0.994741+0.028097j,-0.000129+3.141637j,0.000129+3.141548j,0.000001
-0.994776+0.028086j,-0.000129+3.141637j,0.000129+3.141548j,0.000001
-0.994811+0.028076j,-0.000130+3.141637j,0.000130+3.141548j,0.000001
-0.994845+0.028065j,-0.000130+3.141637j,0.000130+3.141548j,0.000001
-0.994880+0.028054j,-0.000130+3.141638j,0.000130+3.141548j,0.000001
-0.994914+0.028043j,-0.000131+3.141638j,0.000131+3.141548j,0.000001
-0.994948+0.028032j,-0.000131+3.141638j,0.000131+3.141548j,0.000001
-0.994983+0.028022j,-0.000132+3.141638j,0.000132+3.141548j,0.000001
-0.995017+0.028011j,-0.000132+3.141638j,0.000132+3.141548j,0.000001
-0.995051+0.028001j,-0.000133+3.141638j,0.000133+3.141548j,0.000001
-0.995085+0.027990j,-0.000133+3.141638j,0.000133+3.141548j,0.000001
-0.995119+0.027980j,-0.000133+3.141638j,0.000133+3.141548j,0.000001
-0.995152+0.027970j,-0.000134+3.141638j,0.000134+3.141548j,0.000001
-0.995186+0.027959j,-0.000134+3.141638j,0.000134+3.141548j,0.000001
-0.995220+0.027949j,-0.000135+3.141638j,0.000135+3.141547j,0.000001
-0.995253+0.027939j,-0.000135+3.141638j,0.000135+3.141547j,0.000001
-0.995287+0.027929j,-0.000135+3.141638j,0.000135+3.141547j,0.000001
-0.995320+0.027919j,-0.000136+3.141638j,0.000136+3.141547j,0.000001
-0.995353+0.027909j,-0.000136+3.141638j,0.000136+3.141547j,0.000001
-0.995386+0.027899j,-0.000137+3.141638j,0.000137+3.141547j,0.000001
-0.995419+0.027889j,-0.000137+3.141638j,0.000137+3.141547j,0.000001
-0.995452+0.027879j,-0.000137+3.141638j,0.000137+3.141547j,0.000001
-0.995485+0.027869j,-0.000138+3.141638j,0.000138+3.141547j,0.000001
-0.995518+0.027859j,-0.000138+3.141638j,0.000138+3.141547j,0.000001
-0.995551+0.027849j,-0.000138+3.141638j,0.000138+3.141547j,0.000001
-0.995584+0.027840j,-0.000139+3.141638j,0.000139+3.141547j,0.000001
-0.995617+0.027830j,-0.000139+3.141638j,0.000139+3.141547j,0.000001
-0.995649+0.027820j,-0.000140+3.141638j,0.000139+3.141547j,0.000001
-0.995682+0.027811j,-0.000140+3.141638j,0.000140+3.141547j,0.000001
