-0.990343-0.029721j,0.000000+3.141593j,0.000000+3.141593j,0.000000
-0.990163-0.029584j,0.000027+3.141574j,-0.000027+3.141612j,0.000000
-0.990057-0.029504j,0.000034+3.141569j,-0.000034+3.141616j,0.000000
-0.989967-0.029437j,0.000039+3.141566j,-0.000039+3.141620j,0.000000
-0.989887-0.029378j,0.000043+3.141563j,-0.000043+3.141622j,0.000000
-0.989813-0.029323j,0.000046+3.141561j,-0.000046+3.141624j,0.000000
-0.989743-0.029273j,0.000049+3.141559j,-0.000049+3.141626j,0.000000
-0.989678-0.029225j,0.000052+3.141557j,-0.000052+3.141628j,0.000000
-0.989615-0.029179j,0.000054+3.141556j,-0.000054+3.141629j,0.000000
-0.989555-0.029136j,0.000056+3.141555j,-0.000056+3.141631j,0.000000
-0.989496-0.029094j,0.000058+3.141553j,-0.000058+3.141632j,0.000000
-0.989440-0.029053j,0.000060+3.141552j,-0.000060+3.141633j,0.000000
-0.989385-0.029014j,0.000062+3.141551j,-0.000062+3.141634j,0.000000
-0.989332-0.028976j,0.000064+3.141550j,-0.000064+3.141635j,0.000000
-0.989279-0.028939j,0.000065+3.141549j,-0.000065+3.141636j,0.000000
-0.989228-0.028903j,0.000067+3.141548j,-0.000067+3.141637j,0.000000
-0.989179-0.028868j,0.000068+3.141548j,-0.000068+3.141638j,0.000000
-0.989129-0.028833j,0.000070+3.141547j,-0.000070+3.141639j,0.000000
-0.989081-0.028800j,0.000071+3.141546j,-0.000071+3.141639j,0.000000
-0.989034-0.028767j,0.000072+3.141545j,-0.000072+3.141640j,0.000000
-0.988987-0.028734j,0.000074+3.141545j,-0.000074+3.141641j,0.000000
-0.988942-0.028703j,0.000075+3.141544j,-0.000075+3.141641j,0.000000
-0.988896-0.028671j,0.000076+3.141543j,-0.000076+3.141642j,0.000000
-0.988852-0.028641j,0.000077+3.141543j,-0.000077+3.141643j,0.000000
-0.988808-0.028610j,0.000078+3.141542j,-0.000078+3.141643j,0.000000
-0.988764-0.028581j,0.000080+3.141542j,-0.000080+3.141644j,0.000000
-0.988722-0.028551j,0.000081+3.141541j,-0.000081+3.141644j,0.000000
-0.988679-0.028522j,0.000082+3.141540j,-0.000082+3.141645j,0.000000
-0.988637-0.028494j,0.000083+3.141540j,-0.000083+3.141645j,0.000000
-0.988596-0.028466j,0.000084+3.141539j,-0.000084+3.141646j,0.000000
-0.988555-0.028438j,0.000085+3.141539j,-0.000085+3.141646j,0.000000
-0.988514-0.028411j,0.000086+3.141538j,-0.000086+3.141647j,0.000000
-0.988474-0.028383j,0.000087+3.141538j,-0.000087+3.141647j,0.000000
-0.988434-0.028357j,0.000088+3.141538j,-0.000088+3.141648j,0.000000
-0.988394-0.028330j,0.000088+3.141537j,-0.000088+3.141648j,0.000000
-0.988355-0.028304j,0.000089+3.141537j,-0.000089+3.141649j,0.000000
-0.988316-0.028278j,0.000090+3.141536j,-0.000090+3.141649j,0.000000
