-0.027926-0.852882j,0.001486+3.138881j,0.001486+3.138881j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
-0.027926-0.852882j,0.000005+3.139879j,0.002965+3.137886j,0.000000
