0.027724+0.853040j,-0.000117+3.140014j,-0.000117+3.140014j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
0.027724+0.853040j,0.001425+3.140878j,-0.001946+3.142476j,0.000000
