0.026685+0.853523j,-0.000203+3.141411j,-0.000203+3.141411j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
0.026685+0.853523j,-0.001740+3.140348j,0.001333+3.142469j,0.000000
