-0.025651-0.851882j,-0.001523-3.140883j,-0.001523-3.140883j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
-0.025651-0.851882j,-0.000077-3.143870j,-0.000004-3.139880j,0.000000
